t_	V_m_	I_Stim_	d_dVdt_	I_Na_	I_CaL_	I_Ca_junc_	I_Ca_sl_	I_Kur_	I_to_	I_Kr_	I_Kss_	I_K1_	I_NCX_	I_Cap_	I_Nak_	I_Nab_	I_Cab_	I_Cl_	J_SERCA_	J_SRCarel_	J_SRleak_	RyR_O_	RyR_R_	RyR_I_	RyR_RI_	Ca_junc_	Ca_sl_	Ca_i_	Ca_sr_	Na_junc_	Na_sl_	Na_myo_	K_i_	CaMKII_junc_	Phos_LCC_CK_	Phos_RyR_CK_	Phos_PLB_CK_
125.000000	-79.308925	0.000000	-0.008425	-0.000037	-0.000610	-0.000568	-0.000041	0.022456	0.000667	0.001534	0.081022	0.269268	-0.117056	0.024349	0.207623	-0.173214	-0.137406	-0.170170	0.077515	0.468147	4.346440	0.000055	0.227100	0.000186	0.772659	1.167187	0.369486	0.106998	364.489797	11.621785	11.621765	11.621767	135.000000	89.226584	80.831284	24.537496	1.619709
126.000000	-79.317584	0.000000	-0.008425	-0.000037	-0.000610	-0.000568	-0.000041	0.022456	0.000667	0.001534	0.081022	0.269268	-0.117056	0.024349	0.207623	-0.173214	-0.137406	-0.170170	0.077515	0.468147	4.346440	0.000052	0.229709	0.000176	0.770063	1.142928	0.365498	0.106657	365.535616	11.621779	11.621760	11.621762	135.000000	89.226584	80.831284	24.537496	1.619709
127.000000	-79.326017	0.000000	-0.007567	-0.000036	-0.000608	-0.000567	-0.000041	0.022321	0.000663	0.001376	0.079903	0.264602	-0.110515	0.023442	0.207525	-0.173252	-0.137925	-0.169927	0.075079	0.403764	4.398001	0.000050	0.232319	0.000166	0.767464	1.119516	0.361598	0.106319	366.578728	11.621772	11.621755	11.621756	135.000000	87.547531	80.879598	24.548837	1.620915
128.000000	-79.334229	0.000000	-0.007567	-0.000036	-0.000608	-0.000567	-0.000041	0.022321	0.000663	0.001376	0.079903	0.264602	-0.110515	0.023442	0.207525	-0.173252	-0.137925	-0.169927	0.075079	0.403764	4.398001	0.000048	0.234931	0.000158	0.764863	1.096926	0.357783	0.105986	367.618993	11.621765	11.621749	11.621751	135.000000	87.547531	80.879598	24.548837	1.620915
129.000000	-79.342224	0.000000	-0.007567	-0.000036	-0.000608	-0.000567	-0.000041	0.022321	0.000663	0.001376	0.079903	0.264602	-0.110515	0.023442	0.207525	-0.173252	-0.137925	-0.169927	0.075079	0.403764	4.398001	0.000047	0.237544	0.000149	0.762261	1.075131	0.354051	0.105656	368.656267	11.621758	11.621743	11.621745	135.000000	87.547531	80.879598	24.548837	1.620915
130.000000	-79.350006	0.000000	-0.007567	-0.000036	-0.000608	-0.000567	-0.000041	0.022321	0.000663	0.001376	0.079903	0.264602	-0.110515	0.023442	0.207525	-0.173252	-0.137925	-0.169927	0.075079	0.403764	4.398001	0.000045	0.240157	0.000141	0.759657	1.054106	0.350400	0.105330	369.690415	11.621751	11.621737	11.621739	135.000000	87.547531	80.879598	24.548837	1.620915
131.000000	-79.357580	0.000000	-0.006780	-0.000036	-0.000607	-0.000566	-0.000041	0.022200	0.000660	0.001240	0.078904	0.260400	-0.104578	0.022577	0.207437	-0.173286	-0.138416	-0.169712	0.072739	0.348240	4.448747	0.000043	0.242771	0.000134	0.757052	1.033827	0.346827	0.105008	370.721311	11.621743	11.621730	11.621733	135.000000	85.887068	80.924699	24.559484	1.622049
132.000000	-79.364950	0.000000	-0.006780	-0.000036	-0.000607	-0.000566	-0.000041	0.022200	0.000660	0.001240	0.078904	0.260400	-0.104578	0.022577	0.207437	-0.173286	-0.138416	-0.169712	0.072739	0.348240	4.448747	0.000041	0.245384	0.000127	0.754448	1.014269	0.343332	0.104690	371.748835	11.621735	11.621724	11.621726	135.000000	85.887068	80.924699	24.559484	1.622049
133.000000	-79.372121	0.000000	-0.006780	-0.000036	-0.000607	-0.000566	-0.000041	0.022200	0.000660	0.001240	0.078904	0.260400	-0.104578	0.022577	0.207437	-0.173286	-0.138416	-0.169712	0.072739	0.348240	4.448747	0.000040	0.247997	0.000120	0.751843	0.995409	0.339911	0.104375	372.772864	11.621727	11.621717	11.621719	135.000000	85.887068	80.924699	24.559484	1.622049
134.000000	-79.379098	0.000000	-0.006780	-0.000036	-0.000607	-0.000566	-0.000041	0.022200	0.000660	0.001240	0.078904	0.260400	-0.104578	0.022577	0.207437	-0.173286	-0.138416	-0.169712	0.072739	0.348240	4.448747	0.000038	0.250609	0.000114	0.749239	0.977224	0.336562	0.104064	373.793287	11.621719	11.621710	11.621712	135.000000	85.887068	80.924699	24.559484	1.622049
135.000000	-79.385884	0.000000	-0.006064	-0.000035	-0.000606	-0.000566	-0.000041	0.022094	0.000657	0.001122	0.078011	0.256624	-0.099197	0.021757	0.207357	-0.173316	-0.138880	-0.169522	0.070489	0.300507	4.498609	0.000037	0.253220	0.000108	0.746636	0.959692	0.333285	0.103756	374.809994	11.621711	11.621702	11.621705	135.000000	84.248164	80.966651	24.569445	1.623112
136.000000	-79.392484	0.000000	-0.006064	-0.000035	-0.000606	-0.000566	-0.000041	0.022094	0.000657	0.001122	0.078011	0.256624	-0.099197	0.021757	0.207357	-0.173316	-0.138880	-0.169522	0.070489	0.300507	4.498609	0.000035	0.255828	0.000102	0.744034	0.942792	0.330076	0.103452	375.822884	11.621702	11.621695	11.621698	135.000000	84.248164	80.966651	24.569445	1.623112
137.000000	-79.398903	0.000000	-0.006064	-0.000035	-0.000606	-0.000566	-0.000041	0.022094	0.000657	0.001122	0.078011	0.256624	-0.099197	0.021757	0.207357	-0.173316	-0.138880	-0.169522	0.070489	0.300507	4.498609	0.000034	0.258435	0.000097	0.741434	0.926503	0.326935	0.103151	376.831857	11.621694	11.621687	11.621690	135.000000	84.248164	80.966651	24.569445	1.623112
138.000000	-79.405145	0.000000	-0.006064	-0.000035	-0.000606	-0.000566	-0.000041	0.022094	0.000657	0.001122	0.078011	0.256624	-0.099197	0.021757	0.207357	-0.173316	-0.138880	-0.169522	0.070489	0.300507	4.498609	0.000033	0.261040	0.000092	0.738836	0.910806	0.323859	0.102854	377.836822	11.621685	11.621679	11.621682	135.000000	84.248164	80.966651	24.569445	1.623112
139.000000	-79.411215	0.000000	-0.005416	-0.000035	-0.000605	-0.000565	-0.000041	0.021999	0.000655	0.001019	0.077213	0.253237	-0.094323	0.020984	0.207286	-0.173344	-0.139317	-0.169353	0.068326	0.259611	4.547528	0.000031	0.263641	0.000087	0.736240	0.895680	0.320848	0.102560	378.837686	11.621676	11.621671	11.621674	135.000000	82.633342	81.005521	24.578733	1.624105
140.000000	-79.417116	0.000000	-0.005416	-0.000035	-0.000605	-0.000565	-0.000041	0.021999	0.000655	0.001019	0.077213	0.253237	-0.094323	0.020984	0.207286	-0.173344	-0.139317	-0.169353	0.068326	0.259611	4.547528	0.000030	0.266240	0.000083	0.733647	0.881105	0.317898	0.102270	379.834357	11.621666	11.621663	11.621665	135.000000	82.633342	81.005521	24.578733	1.624105
141.000000	-79.422854	0.000000	-0.005416	-0.000035	-0.000605	-0.000565	-0.000041	0.021999	0.000655	0.001019	0.077213	0.253237	-0.094323	0.020984	0.207286	-0.173344	-0.139317	-0.169353	0.068326	0.259611	4.547528	0.000029	0.268835	0.000079	0.731058	0.867064	0.315009	0.101983	380.826759	11.621657	11.621654	11.621657	135.000000	82.633342	81.005521	24.578733	1.624105
142.000000	-79.428432	0.000000	-0.005416	-0.000035	-0.000605	-0.000565	-0.000041	0.021999	0.000655	0.001019	0.077213	0.253237	-0.094323	0.020984	0.207286	-0.173344	-0.139317	-0.169353	0.068326	0.259611	4.547528	0.000028	0.271426	0.000075	0.728471	0.853538	0.312180	0.101699	381.814813	11.621647	11.621645	11.621648	135.000000	82.633342	81.005521	24.578733	1.624105
143.000000	-79.433855	0.000000	-0.004838	-0.000035	-0.000605	-0.000564	-0.000041	0.021917	0.000653	0.000931	0.076500	0.250205	-0.089906	0.020256	0.207222	-0.173368	-0.139728	-0.169202	0.066246	0.224666	4.595452	0.000027	0.274014	0.000071	0.725889	0.840511	0.309408	0.101418	382.798445	11.621638	11.621636	11.621639	135.000000	81.044942	81.041377	24.587357	1.625029
144.000000	-79.439127	0.000000	-0.004838	-0.000035	-0.000605	-0.000564	-0.000041	0.021917	0.000653	0.000931	0.076500	0.250205	-0.089906	0.020256	0.207222	-0.173368	-0.139728	-0.169202	0.066246	0.224666	4.595452	0.000026	0.276596	0.000067	0.723311	0.827964	0.306692	0.101140	383.777578	11.621628	11.621627	11.621630	135.000000	81.044942	81.041377	24.587357	1.625029
145.000000	-79.444252	0.000000	-0.004838	-0.000035	-0.000605	-0.000564	-0.000041	0.021917	0.000653	0.000931	0.076500	0.250205	-0.089906	0.020256	0.207222	-0.173368	-0.139728	-0.169202	0.066246	0.224666	4.595452	0.000025	0.279175	0.000064	0.720737	0.815882	0.304031	0.100866	384.752151	11.621618	11.621618	11.621621	135.000000	81.044942	81.041377	24.587357	1.625029
146.000000	-79.449235	0.000000	-0.004838	-0.000035	-0.000605	-0.000564	-0.000041	0.021917	0.000653	0.000931	0.076500	0.250205	-0.089906	0.020256	0.207222	-0.173368	-0.139728	-0.169202	0.066246	0.224666	4.595452	0.000024	0.281748	0.000061	0.718168	0.804249	0.301423	0.100594	385.722100	11.621608	11.621608	11.621612	135.000000	81.044942	81.041377	24.587357	1.625029
147.000000	-79.454079	0.000000	-0.004322	-0.000034	-0.000604	-0.000564	-0.000040	0.021844	0.000651	0.000854	0.075863	0.247489	-0.085907	0.019576	0.207164	-0.173390	-0.140115	-0.169068	0.064246	0.194904	4.642347	0.000023	0.284316	0.000058	0.715604	0.793050	0.298867	0.100326	386.687364	11.621597	11.621599	11.621602	135.000000	79.483949	81.074290	24.595331	1.625885
148.000000	-79.458788	0.000000	-0.004322	-0.000034	-0.000604	-0.000564	-0.000040	0.021844	0.000651	0.000854	0.075863	0.247489	-0.085907	0.019576	0.207164	-0.173390	-0.140115	-0.169068	0.064246	0.194904	4.642347	0.000022	0.286878	0.000055	0.713045	0.782267	0.296363	0.100060	387.647884	11.621587	11.621589	11.621592	135.000000	79.483949	81.074290	24.595331	1.625885
149.000000	-79.463366	0.000000	-0.004322	-0.000034	-0.000604	-0.000564	-0.000040	0.021844	0.000651	0.000854	0.075863	0.247489	-0.085907	0.019576	0.207164	-0.173390	-0.140115	-0.169068	0.064246	0.194904	4.642347	0.000021	0.289435	0.000052	0.710492	0.771889	0.293907	0.099797	388.603609	11.621576	11.621579	11.621582	135.000000	79.483949	81.074290	24.595331	1.625885
150.000000	-79.467816	0.000000	-0.004322	-0.000034	-0.000604	-0.000564	-0.000040	0.021844	0.000651	0.000854	0.075863	0.247489	-0.085907	0.019576	0.207164	-0.173390	-0.140115	-0.169068	0.064246	0.194904	4.642347	0.000020	0.291986	0.000050	0.707944	0.761899	0.291500	0.099538	389.554491	11.621566	11.621569	11.621572	135.000000	79.483949	81.074290	24.595331	1.625885
151.000000	-79.472144	0.000000	-0.003865	-0.000034	-0.000603	-0.000563	-0.000040	0.021780	0.000650	0.000787	0.075293	0.245057	-0.082281	0.018941	0.207112	-0.173410	-0.140478	-0.168947	0.062321	0.169639	4.688184	0.000020	0.294530	0.000047	0.705403	0.752286	0.289140	0.099281	390.500481	11.621555	11.621558	11.621562	135.000000	77.952074	81.104333	24.602667	1.626675
152.000000	-79.476351	0.000000	-0.003865	-0.000034	-0.000603	-0.000563	-0.000040	0.021780	0.000650	0.000787	0.075293	0.245057	-0.082281	0.018941	0.207112	-0.173410	-0.140478	-0.168947	0.062321	0.169639	4.688184	0.000019	0.297068	0.000045	0.702869	0.743035	0.286825	0.099027	391.441531	11.621544	11.621548	11.621552	135.000000	77.952074	81.104333	24.602667	1.626675
153.000000	-79.480442	0.000000	-0.003865	-0.000034	-0.000603	-0.000563	-0.000040	0.021780	0.000650	0.000787	0.075293	0.245057	-0.082281	0.018941	0.207112	-0.173410	-0.140478	-0.168947	0.062321	0.169639	4.688184	0.000018	0.299599	0.000043	0.700341	0.734134	0.284556	0.098775	392.377603	11.621533	11.621537	11.621541	135.000000	77.952074	81.104333	24.602667	1.626675
154.000000	-79.484420	0.000000	-0.003865	-0.000034	-0.000603	-0.000563	-0.000040	0.021780	0.000650	0.000787	0.075293	0.245057	-0.082281	0.018941	0.207112	-0.173410	-0.140478	-0.168947	0.062321	0.169639	4.688184	0.000018	0.302122	0.000041	0.697819	0.725570	0.282330	0.098527	393.308659	11.621521	11.621527	11.621531	135.000000	77.952074	81.104333	24.602667	1.626675
155.000000	-79.488289	0.000000	-0.003459	-0.000034	-0.000603	-0.000563	-0.000040	0.021723	0.000649	0.000730	0.074782	0.242876	-0.078995	0.018352	0.207065	-0.173427	-0.140819	-0.168840	0.060469	0.148259	4.732940	0.000017	0.304639	0.000039	0.695305	0.717332	0.280147	0.098281	394.234664	11.621510	11.621516	11.621520	135.000000	76.449894	81.131577	24.609379	1.627400
156.000000	-79.492052	0.000000	-0.003459	-0.000034	-0.000603	-0.000563	-0.000040	0.021723	0.000649	0.000730	0.074782	0.242876	-0.078995	0.018352	0.207065	-0.173427	-0.140819	-0.168840	0.060469	0.148259	4.732940	0.000016	0.307148	0.000037	0.692798	0.709406	0.278005	0.098038	395.155579	11.621498	11.621505	11.621509	135.000000	76.449894	81.131577	24.609379	1.627400
157.000000	-79.495712	0.000000	-0.003459	-0.000034	-0.000603	-0.000563	-0.000040	0.021723	0.000649	0.000730	0.074782	0.242876	-0.078995	0.018352	0.207065	-0.173427	-0.140819	-0.168840	0.060469	0.148259	4.732940	0.000016	0.309650	0.000035	0.690299	0.701783	0.275904	0.097797	396.071379	11.621487	11.621494	11.621498	135.000000	76.449894	81.131577	24.609379	1.627400
158.000000	-79.499273	0.000000	-0.003459	-0.000034	-0.000603	-0.000563	-0.000040	0.021723	0.000649	0.000730	0.074782	0.242876	-0.078995	0.018352	0.207065	-0.173427	-0.140819	-0.168840	0.060469	0.148259	4.732940	0.000015	0.312144	0.000034	0.687808	0.694451	0.273842	0.097559	396.982036	11.621475	11.621483	11.621486	135.000000	76.449894	81.131577	24.609379	1.627400
159.000000	-79.502736	0.000000	-0.003105	-0.000034	-0.000602	-0.000562	-0.000040	0.021674	0.000648	0.000680	0.074324	0.240919	-0.076005	0.017805	0.207023	-0.173443	-0.141139	-0.168743	0.058687	0.130229	4.776604	0.000015	0.314629	0.000032	0.685324	0.687399	0.271819	0.097324	397.887523	11.621463	11.621471	11.621475	135.000000	74.978243	81.156095	24.615479	1.628061
160.000000	-79.506107	0.000000	-0.003105	-0.000034	-0.000602	-0.000562	-0.000040	0.021674	0.000648	0.000680	0.074324	0.240919	-0.076005	0.017805	0.207023	-0.173443	-0.141139	-0.168743	0.058687	0.130229	4.776604	0.000014	0.317107	0.000031	0.682849	0.680619	0.269834	0.097091	398.787815	11.621451	11.621460	11.621464	135.000000	74.978243	81.156095	24.615479	1.628061
161.000000	-79.509386	0.000000	-0.003105	-0.000034	-0.000602	-0.000562	-0.000040	0.021674	0.000648	0.000680	0.074324	0.240919	-0.076005	0.017805	0.207023	-0.173443	-0.141139	-0.168743	0.058687	0.130229	4.776604	0.000014	0.319576	0.000029	0.680382	0.674100	0.267885	0.096860	399.682893	11.621439	11.621448	11.621452	135.000000	74.978243	81.156095	24.615479	1.628061
162.000000	-79.512578	0.000000	-0.003105	-0.000034	-0.000602	-0.000562	-0.000040	0.021674	0.000648	0.000680	0.074324	0.240919	-0.076005	0.017805	0.207023	-0.173443	-0.141139	-0.168743	0.058687	0.130229	4.776604	0.000013	0.322036	0.000028	0.677923	0.667834	0.265973	0.096632	400.572740	11.621427	11.621436	11.621440	135.000000	74.978243	81.156095	24.615479	1.628061
163.000000	-79.515684	0.000000	-0.002787	-0.000034	-0.000602	-0.000562	-0.000040	0.021630	0.000648	0.000636	0.073914	0.239159	-0.073295	0.017300	0.206984	-0.173457	-0.141438	-0.168657	0.056971	0.115073	4.819165	0.000013	0.324488	0.000027	0.675473	0.661809	0.264096	0.096407	401.457338	11.621415	11.621424	11.621429	135.000000	73.537073	81.177959	24.620982	1.628659
164.000000	-79.518708	0.000000	-0.002787	-0.000034	-0.000602	-0.000562	-0.000040	0.021630	0.000648	0.000636	0.073914	0.239159	-0.073295	0.017300	0.206984	-0.173457	-0.141438	-0.168657	0.056971	0.115073	4.819165	0.000012	0.326930	0.000025	0.673032	0.656017	0.262253	0.096183	402.336669	11.621403	11.621413	11.621417	135.000000	73.537073	81.177959	24.620982	1.628659
165.000000	-79.521653	0.000000	-0.002787	-0.000034	-0.000602	-0.000562	-0.000040	0.021630	0.000648	0.000636	0.073914	0.239159	-0.073295	0.017300	0.206984	-0.173457	-0.141438	-0.168657	0.056971	0.115073	4.819165	0.000012	0.329364	0.000024	0.670600	0.650449	0.260443	0.095963	403.210724	11.621390	11.621400	11.621405	135.000000	73.537073	81.177959	24.620982	1.628659
166.000000	-79.524519	0.000000	-0.002787	-0.000034	-0.000602	-0.000562	-0.000040	0.021630	0.000648	0.000636	0.073914	0.239159	-0.073295	0.017300	0.206984	-0.173457	-0.141438	-0.168657	0.056971	0.115073	4.819165	0.000012	0.331789	0.000023	0.668177	0.645096	0.258665	0.095744	404.079493	11.621378	11.621388	11.621393	135.000000	73.537073	81.177959	24.620982	1.628659
167.000000	-79.527311	0.000000	-0.002517	-0.000033	-0.000602	-0.000562	-0.000040	0.021592	0.000647	0.000598	0.073545	0.237573	-0.070814	0.016831	0.206949	-0.173470	-0.141720	-0.168579	0.055319	0.102384	4.860624	0.000011	0.334204	0.000022	0.665763	0.639952	0.256919	0.095528	404.942966	11.621365	11.621376	11.621380	135.000000	72.126912	81.197239	24.625901	1.629197
168.000000	-79.530031	0.000000	-0.002517	-0.000033	-0.000602	-0.000562	-0.000040	0.021592	0.000647	0.000598	0.073545	0.237573	-0.070814	0.016831	0.206949	-0.173470	-0.141720	-0.168579	0.055319	0.102384	4.860624	0.000011	0.336609	0.000021	0.663358	0.635011	0.255204	0.095314	405.801134	11.621353	11.621364	11.621368	135.000000	72.126912	81.197239	24.625901	1.629197
169.000000	-79.532680	0.000000	-0.002517	-0.000033	-0.000602	-0.000562	-0.000040	0.021592	0.000647	0.000598	0.073545	0.237573	-0.070814	0.016831	0.206949	-0.173470	-0.141720	-0.168579	0.055319	0.102384	4.860624	0.000011	0.339005	0.000021	0.660964	0.630264	0.253521	0.095102	406.653993	11.621340	11.621351	11.621356	135.000000	72.126912	81.197239	24.625901	1.629197
170.000000	-79.535261	0.000000	-0.002517	-0.000033	-0.000602	-0.000562	-0.000040	0.021592	0.000647	0.000598	0.073545	0.237573	-0.070814	0.016831	0.206949	-0.173470	-0.141720	-0.168579	0.055319	0.102384	4.860624	0.000010	0.341392	0.000020	0.658578	0.625707	0.251868	0.094893	407.501540	11.621327	11.621339	11.621343	135.000000	72.126912	81.197239	24.625901	1.629197
171.000000	-79.537777	0.000000	-0.002341	-0.000033	-0.000602	-0.000562	-0.000040	0.021568	0.000647	0.000575	0.073311	0.236562	-0.069229	0.016528	0.206926	-0.173478	-0.141905	-0.168529	0.054207	0.094813	4.888785	0.000010	0.343768	0.000019	0.656203	0.621329	0.250244	0.094686	408.343775	11.621314	11.621326	11.621330	135.000000	71.165058	81.209152	24.628983	1.629535
172.000000	-79.540228	0.000000	-0.002341	-0.000033	-0.000602	-0.000562	-0.000040	0.021568	0.000647	0.000575	0.073311	0.236562	-0.069229	0.016528	0.206926	-0.173478	-0.141905	-0.168529	0.054207	0.094813	4.888785	0.000010	0.346135	0.000018	0.653837	0.617121	0.248647	0.094480	409.180693	11.621301	11.621313	11.621318	135.000000	71.165058	81.209152	24.628983	1.629535
173.000000	-79.542618	0.000000	-0.002341	-0.000033	-0.000602	-0.000562	-0.000040	0.021568	0.000647	0.000575	0.073311	0.236562	-0.069229	0.016528	0.206926	-0.173478	-0.141905	-0.168529	0.054207	0.094813	4.888785	0.000009	0.348491	0.000017	0.651482	0.613075	0.247078	0.094277	410.012296	11.621288	11.621300	11.621305	135.000000	71.165058	81.209152	24.628983	1.629535
174.000000	-79.544947	0.000000	-0.002182	-0.000033	-0.000602	-0.000561	-0.000040	0.021546	0.000647	0.000554	0.073094	0.235619	-0.067738	0.016242	0.206905	-0.173485	-0.142082	-0.168483	0.053124	0.088164	4.916416	0.000009	0.350838	0.000017	0.649136	0.609188	0.245535	0.094076	410.838588	11.621275	11.621288	11.621292	135.000000	70.218230	81.219876	24.631794	1.629845
175.000000	-79.547219	0.000000	-0.002182	-0.000033	-0.000602	-0.000561	-0.000040	0.021546	0.000647	0.000554	0.073094	0.235619	-0.067738	0.016242	0.206905	-0.173485	-0.142082	-0.168483	0.053124	0.088164	4.916416	0.000009	0.353174	0.000016	0.646801	0.605459	0.244019	0.093878	411.659572	11.621262	11.621274	11.621279	135.000000	70.218230	81.219876	24.631794	1.629845
176.000000	-79.549435	0.000000	-0.002182	-0.000033	-0.000602	-0.000561	-0.000040	0.021546	0.000647	0.000554	0.073094	0.235619	-0.067738	0.016242	0.206905	-0.173485	-0.142082	-0.168483	0.053124	0.088164	4.916416	0.000009	0.355500	0.000016	0.644476	0.601881	0.242529	0.093681	412.475255	11.621248	11.621261	11.621266	135.000000	70.218230	81.219876	24.631794	1.629845
177.000000	-79.551596	0.000000	-0.002035	-0.000033	-0.000601	-0.000561	-0.000040	0.021526	0.000647	0.000535	0.072892	0.234739	-0.066339	0.015971	0.206885	-0.173492	-0.142251	-0.168441	0.052069	0.082332	4.943520	0.000008	0.357815	0.000015	0.642161	0.598444	0.241065	0.093486	413.285638	11.621235	11.621248	11.621253	135.000000	69.286464	81.229431	24.634339	1.630128
178.000000	-79.553704	0.000000	-0.002035	-0.000033	-0.000601	-0.000561	-0.000040	0.021526	0.000647	0.000535	0.072892	0.234739	-0.066339	0.015971	0.206885	-0.173492	-0.142251	-0.168441	0.052069	0.082332	4.943520	0.000008	0.360120	0.000014	0.639857	0.595143	0.239624	0.093293	414.090728	11.621221	11.621235	11.621240	135.000000	69.286464	81.229431	24.634339	1.630128
179.000000	-79.555761	0.000000	-0.001909	-0.000033	-0.000601	-0.000561	-0.000040	0.021507	0.000647	0.000518	0.072704	0.233915	-0.065011	0.015713	0.206866	-0.173499	-0.142415	-0.168400	0.051040	0.077226	4.970099	0.000008	0.362415	0.000014	0.637563	0.591974	0.238208	0.093102	414.890533	11.621208	11.621222	11.621226	135.000000	68.368820	81.237842	24.636623	1.630383
180.000000	-79.557769	0.000000	-0.001909	-0.000033	-0.000601	-0.000561	-0.000040	0.021507	0.000647	0.000518	0.072704	0.233915	-0.065011	0.015713	0.206866	-0.173499	-0.142415	-0.168400	0.051040	0.077226	4.970099	0.000008	0.364699	0.000013	0.635280	0.588935	0.236816	0.092914	415.685065	11.621194	11.621208	11.621213	135.000000	68.368820	81.237842	24.636623	1.630383
181.000000	-79.559729	0.000000	-0.001909	-0.000033	-0.000601	-0.000561	-0.000040	0.021507	0.000647	0.000518	0.072704	0.233915	-0.065011	0.015713	0.206866	-0.173499	-0.142415	-0.168400	0.051040	0.077226	4.970099	0.000008	0.366972	0.000013	0.633008	0.586023	0.235448	0.092727	416.474335	11.621181	11.621195	11.621199	135.000000	68.368820	81.237842	24.636623	1.630383
182.000000	-79.561642	0.000000	-0.001786	-0.000033	-0.000601	-0.000561	-0.000040	0.021490	0.000647	0.000502	0.072529	0.233144	-0.063772	0.015471	0.206848	-0.173505	-0.142570	-0.168363	0.050039	0.072767	4.996158	0.000007	0.369234	0.000013	0.630746	0.583232	0.234104	0.092542	417.258354	11.621167	11.621181	11.621186	135.000000	67.466227	81.245129	24.638649	1.630610
183.000000	-79.563511	0.000000	-0.001786	-0.000033	-0.000601	-0.000561	-0.000040	0.021490	0.000647	0.000502	0.072529	0.233144	-0.063772	0.015471	0.206848	-0.173505	-0.142570	-0.168363	0.050039	0.072767	4.996158	0.000007	0.371486	0.000012	0.628495	0.580550	0.232781	0.092359	418.037134	11.621153	11.621168	11.621172	135.000000	67.466227	81.245129	24.638649	1.630610
184.000000	-79.565335	0.000000	-0.001786	-0.000033	-0.000601	-0.000561	-0.000040	0.021490	0.000647	0.000502	0.072529	0.233144	-0.063772	0.015471	0.206848	-0.173505	-0.142570	-0.168363	0.050039	0.072767	4.996158	0.000007	0.373727	0.000012	0.626255	0.577972	0.231478	0.092177	418.810691	11.621139	11.621154	11.621159	135.000000	67.466227	81.245129	24.638649	1.630610
185.000000	-79.567117	0.000000	-0.001680	-0.000033	-0.000601	-0.000561	-0.000040	0.021475	0.000647	0.000487	0.072366	0.232421	-0.062594	0.015240	0.206832	-0.173511	-0.142720	-0.168328	0.049062	0.068891	5.021703	0.000007	0.375957	0.000011	0.624025	0.575497	0.230197	0.091998	419.579037	11.621125	11.621140	11.621145	135.000000	66.578415	81.251315	24.640422	1.630812
186.000000	-79.568858	0.000000	-0.001680	-0.000033	-0.000601	-0.000561	-0.000040	0.021475	0.000647	0.000487	0.072366	0.232421	-0.062594	0.015240	0.206832	-0.173511	-0.142720	-0.168328	0.049062	0.068891	5.021703	0.000007	0.378176	0.000011	0.621807	0.573130	0.228937	0.091820	420.342189	11.621111	11.621126	11.621131	135.000000	66.578415	81.251315	24.640422	1.630812
187.000000	-79.570560	0.000000	-0.001680	-0.000033	-0.000601	-0.000561	-0.000040	0.021475	0.000647	0.000487	0.072366	0.232421	-0.062594	0.015240	0.206832	-0.173511	-0.142720	-0.168328	0.049062	0.068891	5.021703	0.000007	0.380384	0.000011	0.619599	0.570866	0.227699	0.091644	421.100161	11.621097	11.621112	11.621117	135.000000	66.578415	81.251315	24.640422	1.630812
188.000000	-79.572222	0.000000	-0.001563	-0.000033	-0.000601	-0.000561	-0.000040	0.021460	0.000647	0.000474	0.072214	0.231742	-0.061507	0.015026	0.206816	-0.173517	-0.142862	-0.168296	0.048111	0.065528	5.046734	0.000006	0.382581	0.000010	0.617403	0.568693	0.226480	0.091470	421.852971	11.621083	11.621098	11.621103	135.000000	65.706755	81.256422	24.641948	1.630987
189.000000	-79.573847	0.000000	-0.001563	-0.000033	-0.000601	-0.000561	-0.000040	0.021460	0.000647	0.000474	0.072214	0.231742	-0.061507	0.015026	0.206816	-0.173517	-0.142862	-0.168296	0.048111	0.065528	5.046734	0.000006	0.384767	0.000010	0.615217	0.566600	0.225278	0.091298	422.600633	11.621069	11.621084	11.621089	135.000000	65.706755	81.256422	24.641948	1.630987
190.000000	-79.575435	0.000000	-0.001513	-0.000033	-0.000601	-0.000561	-0.000040	0.021452	0.000647	0.000467	0.072129	0.231357	-0.060868	0.014900	0.206806	-0.173520	-0.142946	-0.168277	0.047554	0.063747	5.061431	0.000006	0.386941	0.000010	0.613043	0.564581	0.224094	0.091127	423.343167	11.621055	11.621070	11.621075	135.000000	65.192241	81.258965	24.642742	1.631080
191.000000	-79.576988	0.000000	-0.001513	-0.000033	-0.000601	-0.000561	-0.000040	0.021452	0.000647	0.000467	0.072129	0.231357	-0.060868	0.014900	0.206806	-0.173520	-0.142946	-0.168277	0.047554	0.063747	5.061431	0.000006	0.389105	0.000010	0.610879	0.562661	0.222930	0.090958	424.080590	11.621040	11.621056	11.621061	135.000000	65.192241	81.258965	24.642742	1.631080
192.000000	-79.578506	0.000000	-0.001480	-0.000033	-0.000601	-0.000561	-0.000040	0.021448	0.000647	0.000463	0.072077	0.231122	-0.060481	0.014824	0.206801	-0.173522	-0.142997	-0.168266	0.047209	0.062707	5.070579	0.000006	0.391258	0.000009	0.608727	0.560849	0.221788	0.090791	424.812923	11.621026	11.621042	11.621047	135.000000	64.871276	81.260372	24.643197	1.631133
