t_	V_m_	I_Stim_	d_dVdt_	I_Na_	I_CaL_	I_Ca_junc_	I_Ca_sl_	I_Kur_	I_to_	I_Kr_	I_Kss_	I_K1_	I_NCX_	I_Cap_	I_Nak_	I_Nab_	I_Cab_	I_Cl_	J_SERCA_	J_SRCarel_	J_SRleak_	RyR_O_	RyR_R_	RyR_I_	RyR_RI_	Ca_junc_	Ca_sl_	Ca_i_	Ca_sr_	Na_junc_	Na_sl_	Na_myo_	K_i_	CaMKII_junc_	Phos_LCC_CK_	Phos_RyR_CK_	Phos_PLB_CK_
250.000000	-79.630269	0.000000	-0.000499	-0.000032	-0.000602	-0.000562	-0.000040	0.021321	0.000651	0.000361	0.070523	0.223361	-0.047424	0.012227	0.206589	-0.173585	-0.144977	-0.167913	0.032252	0.052451	5.482161	0.000005	0.497421	0.000005	0.502570	0.527363	0.177326	0.083438	459.415946	11.620128	11.620146	11.620151	135.000000	49.787345	81.134256	24.620962	1.629106
251.000000	-79.630774	0.000000	-0.000499	-0.000032	-0.000602	-0.000562	-0.000040	0.021321	0.000651	0.000361	0.070523	0.223361	-0.047424	0.012227	0.206589	-0.173585	-0.144977	-0.167913	0.032252	0.052451	5.482161	0.000005	0.498947	0.000005	0.501044	0.527396	0.176824	0.083344	459.892531	11.620111	11.620129	11.620135	135.000000	49.787345	81.134256	24.620962	1.629106
252.000000	-79.631270	0.000000	-0.000465	-0.000032	-0.000602	-0.000562	-0.000040	0.021318	0.000651	0.000358	0.070474	0.223068	-0.046921	0.012127	0.206579	-0.173587	-0.145068	-0.167901	0.031489	0.053225	5.503919	0.000005	0.500463	0.000005	0.499528	0.527439	0.176329	0.083251	460.365511	11.620095	11.620113	11.620119	135.000000	48.941658	81.112972	24.616470	1.628653
253.000000	-79.631758	0.000000	-0.000465	-0.000032	-0.000602	-0.000562	-0.000040	0.021318	0.000651	0.000358	0.070474	0.223068	-0.046921	0.012127	0.206579	-0.173587	-0.145068	-0.167901	0.031489	0.053225	5.503919	0.000005	0.501970	0.000005	0.498021	0.527492	0.175838	0.083159	460.834917	11.620079	11.620097	11.620102	135.000000	48.941658	81.112972	24.616470	1.628653
254.000000	-79.632238	0.000000	-0.000465	-0.000032	-0.000602	-0.000562	-0.000040	0.021318	0.000651	0.000358	0.070474	0.223068	-0.046921	0.012127	0.206579	-0.173587	-0.145068	-0.167901	0.031489	0.053225	5.503919	0.000005	0.503467	0.000005	0.496524	0.527553	0.175354	0.083067	461.300785	11.620062	11.620080	11.620086	135.000000	48.941658	81.112972	24.616470	1.628653
255.000000	-79.632710	0.000000	-0.000465	-0.000032	-0.000602	-0.000562	-0.000040	0.021318	0.000651	0.000358	0.070474	0.223068	-0.046921	0.012127	0.206579	-0.173587	-0.145068	-0.167901	0.031489	0.053225	5.503919	0.000005	0.504955	0.000005	0.495036	0.527624	0.174875	0.082977	461.763128	11.620046	11.620064	11.620069	135.000000	48.941658	81.112972	24.616470	1.628653
256.000000	-79.633175	0.000000	-0.000440	-0.000032	-0.000602	-0.000562	-0.000040	0.021316	0.000652	0.000357	0.070429	0.222794	-0.046439	0.012031	0.206570	-0.173590	-0.145156	-0.167889	0.030753	0.054056	5.524912	0.000005	0.506434	0.000005	0.493557	0.527700	0.174402	0.082887	462.222109	11.620029	11.620047	11.620053	135.000000	48.116470	81.090308	24.611653	1.628165
257.000000	-79.633632	0.000000	-0.000440	-0.000032	-0.000602	-0.000562	-0.000040	0.021316	0.000652	0.000357	0.070429	0.222794	-0.046439	0.012031	0.206570	-0.173590	-0.145156	-0.167889	0.030753	0.054056	5.524912	0.000005	0.507903	0.000004	0.492088	0.527784	0.173936	0.082799	462.677748	11.620013	11.620031	11.620037	135.000000	48.116470	81.090308	24.611653	1.628165
258.000000	-79.634082	0.000000	-0.000440	-0.000032	-0.000602	-0.000562	-0.000040	0.021316	0.000652	0.000357	0.070429	0.222794	-0.046439	0.012031	0.206570	-0.173590	-0.145156	-0.167889	0.030753	0.054056	5.524912	0.000005	0.509363	0.000004	0.490628	0.527873	0.173477	0.082711	463.130057	11.619996	11.620014	11.620020	135.000000	48.116470	81.090308	24.611653	1.628165
259.000000	-79.634525	0.000000	-0.000440	-0.000032	-0.000602	-0.000562	-0.000040	0.021316	0.000652	0.000357	0.070429	0.222794	-0.046439	0.012031	0.206570	-0.173590	-0.145156	-0.167889	0.030753	0.054056	5.524912	0.000005	0.510814	0.000004	0.489177	0.527968	0.173024	0.082624	463.579077	11.619980	11.619998	11.620004	135.000000	48.116470	81.090308	24.611653	1.628165
260.000000	-79.634960	0.000000	-0.000407	-0.000032	-0.000602	-0.000562	-0.000040	0.021314	0.000652	0.000355	0.070388	0.222536	-0.045999	0.011943	0.206561	-0.173592	-0.145238	-0.167878	0.030042	0.054938	5.545300	0.000005	0.512256	0.000004	0.487735	0.528070	0.172575	0.082537	464.024664	11.619964	11.619981	11.619987	135.000000	47.311304	81.066304	24.606519	1.627644
261.000000	-79.635389	0.000000	-0.000407	-0.000032	-0.000602	-0.000562	-0.000040	0.021314	0.000652	0.000355	0.070388	0.222536	-0.045999	0.011943	0.206561	-0.173592	-0.145238	-0.167878	0.030042	0.054938	5.545300	0.000005	0.513689	0.000004	0.486302	0.528181	0.172131	0.082452	464.466849	11.619947	11.619965	11.619971	135.000000	47.311304	81.066304	24.606519	1.627644
262.000000	-79.635811	0.000000	-0.000407	-0.000032	-0.000602	-0.000562	-0.000040	0.021314	0.000652	0.000355	0.070388	0.222536	-0.045999	0.011943	0.206561	-0.173592	-0.145238	-0.167878	0.030042	0.054938	5.545300	0.000005	0.515112	0.000004	0.484879	0.528299	0.171691	0.082367	464.905672	11.619930	11.619948	11.619954	135.000000	47.311304	81.066304	24.606519	1.627644
263.000000	-79.636226	0.000000	-0.000407	-0.000032	-0.000602	-0.000562	-0.000040	0.021314	0.000652	0.000355	0.070388	0.222536	-0.045999	0.011943	0.206561	-0.173592	-0.145238	-0.167878	0.030042	0.054938	5.545300	0.000005	0.516527	0.000004	0.483464	0.528425	0.171255	0.082284	465.341141	11.619914	11.619932	11.619938	135.000000	47.311304	81.066304	24.606519	1.627644
264.000000	-79.636634	0.000000	-0.000389	-0.000032	-0.000602	-0.000562	-0.000040	0.021313	0.000652	0.000354	0.070350	0.222295	-0.045566	0.011856	0.206552	-0.173594	-0.145320	-0.167867	0.029357	0.055857	5.564934	0.000005	0.517933	0.000004	0.482058	0.528554	0.170826	0.082201	465.773478	11.619897	11.619915	11.619921	135.000000	46.525507	81.040994	24.601078	1.627090
265.000000	-79.637036	0.000000	-0.000389	-0.000032	-0.000602	-0.000562	-0.000040	0.021313	0.000652	0.000354	0.070350	0.222295	-0.045566	0.011856	0.206552	-0.173594	-0.145320	-0.167867	0.029357	0.055857	5.564934	0.000005	0.519330	0.000004	0.480661	0.528688	0.170404	0.082118	466.202701	11.619881	11.619899	11.619905	135.000000	46.525507	81.040994	24.601078	1.627090
266.000000	-79.637431	0.000000	-0.000389	-0.000032	-0.000602	-0.000562	-0.000040	0.021313	0.000652	0.000354	0.070350	0.222295	-0.045566	0.011856	0.206552	-0.173594	-0.145320	-0.167867	0.029357	0.055857	5.564934	0.000005	0.520718	0.000004	0.479273	0.528825	0.169989	0.082037	466.628815	11.619864	11.619882	11.619888	135.000000	46.525507	81.040994	24.601078	1.627090
267.000000	-79.637820	0.000000	-0.000389	-0.000032	-0.000602	-0.000562	-0.000040	0.021313	0.000652	0.000354	0.070350	0.222295	-0.045566	0.011856	0.206552	-0.173594	-0.145320	-0.167867	0.029357	0.055857	5.564934	0.000005	0.522097	0.000004	0.477894	0.528966	0.169580	0.081956	467.051866	11.619848	11.619865	11.619871	135.000000	46.525507	81.040994	24.601078	1.627090
268.000000	-79.638203	0.000000	-0.000354	-0.000032	-0.000602	-0.000562	-0.000040	0.021311	0.000653	0.000352	0.070314	0.222069	-0.045186	0.011780	0.206543	-0.173596	-0.145393	-0.167859	0.028696	0.056814	5.584036	0.000005	0.523467	0.000004	0.476524	0.529114	0.169173	0.081877	467.471635	11.619831	11.619849	11.619855	135.000000	45.758721	81.014413	24.595337	1.626503
269.000000	-79.638580	0.000000	-0.000354	-0.000032	-0.000602	-0.000562	-0.000040	0.021311	0.000653	0.000352	0.070314	0.222069	-0.045186	0.011780	0.206543	-0.173596	-0.145393	-0.167859	0.028696	0.056814	5.584036	0.000005	0.524829	0.000004	0.475162	0.529268	0.168769	0.081797	467.888155	11.619814	11.619832	11.619838	135.000000	45.758721	81.014413	24.595337	1.626503
270.000000	-79.638951	0.000000	-0.000354	-0.000032	-0.000602	-0.000562	-0.000040	0.021311	0.000653	0.000352	0.070314	0.222069	-0.045186	0.011780	0.206543	-0.173596	-0.145393	-0.167859	0.028696	0.056814	5.584036	0.000005	0.526182	0.000004	0.473809	0.529429	0.168368	0.081719	468.301473	11.619798	11.619815	11.619821	135.000000	45.758721	81.014413	24.595337	1.626503
271.000000	-79.639316	0.000000	-0.000354	-0.000032	-0.000602	-0.000562	-0.000040	0.021311	0.000653	0.000352	0.070314	0.222069	-0.045186	0.011780	0.206543	-0.173596	-0.145393	-0.167859	0.028696	0.056814	5.584036	0.000005	0.527526	0.000004	0.472465	0.529597	0.167970	0.081641	468.711587	11.619781	11.619799	11.619805	135.000000	45.758721	81.014413	24.595337	1.626503
272.000000	-79.639675	0.000000	-0.000337	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000653	0.000351	0.070282	0.221857	-0.044805	0.011703	0.206535	-0.173598	-0.145467	-0.167849	0.028058	0.057796	5.602423	0.000005	0.528862	0.000004	0.471129	0.529767	0.167578	0.081565	469.118774	11.619764	11.619782	11.619788	135.000000	45.010240	80.986596	24.589305	1.625886
273.000000	-79.640029	0.000000	-0.000337	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000653	0.000351	0.070282	0.221857	-0.044805	0.011703	0.206535	-0.173598	-0.145467	-0.167849	0.028058	0.057796	5.602423	0.000005	0.530189	0.000004	0.469802	0.529939	0.167193	0.081489	469.523046	11.619748	11.619765	11.619771	135.000000	45.010240	80.986596	24.589305	1.625886
274.000000	-79.640377	0.000000	-0.000337	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000653	0.000351	0.070282	0.221857	-0.044805	0.011703	0.206535	-0.173598	-0.145467	-0.167849	0.028058	0.057796	5.602423	0.000005	0.531508	0.000004	0.468483	0.530114	0.166815	0.081413	469.924399	11.619731	11.619749	11.619755	135.000000	45.010240	80.986596	24.589305	1.625886
275.000000	-79.640719	0.000000	-0.000337	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000653	0.000351	0.070282	0.221857	-0.044805	0.011703	0.206535	-0.173598	-0.145467	-0.167849	0.028058	0.057796	5.602423	0.000005	0.532818	0.000004	0.467172	0.530290	0.166444	0.081339	470.322882	11.619714	11.619732	11.619738	135.000000	45.010240	80.986596	24.589305	1.625886
276.000000	-79.641056	0.000000	-0.000310	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000653	0.000350	0.070252	0.221657	-0.044462	0.011634	0.206527	-0.173600	-0.145536	-0.167841	0.027442	0.058800	5.620260	0.000005	0.534120	0.000004	0.465870	0.530472	0.166074	0.081265	470.718302	11.619697	11.619715	11.619721	135.000000	44.279641	80.957578	24.582990	1.625239
277.000000	-79.641388	0.000000	-0.000310	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000653	0.000350	0.070252	0.221657	-0.044462	0.011634	0.206527	-0.173600	-0.145536	-0.167841	0.027442	0.058800	5.620260	0.000005	0.535414	0.000004	0.464577	0.530659	0.165708	0.081191	471.110693	11.619681	11.619698	11.619704	135.000000	44.279641	80.957578	24.582990	1.625239
278.000000	-79.641715	0.000000	-0.000310	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000653	0.000350	0.070252	0.221657	-0.044462	0.011634	0.206527	-0.173600	-0.145536	-0.167841	0.027442	0.058800	5.620260	0.000005	0.536699	0.000004	0.463291	0.530850	0.165344	0.081119	471.500107	11.619664	11.619682	11.619688	135.000000	44.279641	80.957578	24.582990	1.625239
279.000000	-79.642036	0.000000	-0.000310	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000653	0.000350	0.070252	0.221657	-0.044462	0.011634	0.206527	-0.173600	-0.145536	-0.167841	0.027442	0.058800	5.620260	0.000005	0.537976	0.000004	0.462014	0.531047	0.164983	0.081047	471.886547	11.619647	11.619665	11.619671	135.000000	44.279641	80.957578	24.582990	1.625239
280.000000	-79.642352	0.000000	-0.000305	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000349	0.070224	0.221470	-0.044108	0.011563	0.206519	-0.173601	-0.145607	-0.167832	0.026847	0.059820	5.637428	0.000005	0.539245	0.000004	0.460745	0.531245	0.164628	0.080976	472.270210	11.619630	11.619648	11.619654	135.000000	43.566385	80.927389	24.576399	1.624561
281.000000	-79.642664	0.000000	-0.000305	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000349	0.070224	0.221470	-0.044108	0.011563	0.206519	-0.173601	-0.145607	-0.167832	0.026847	0.059820	5.637428	0.000005	0.540506	0.000004	0.459485	0.531444	0.164280	0.080905	472.651111	11.619614	11.619631	11.619637	135.000000	43.566385	80.927389	24.576399	1.624561
282.000000	-79.642970	0.000000	-0.000305	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000349	0.070224	0.221470	-0.044108	0.011563	0.206519	-0.173601	-0.145607	-0.167832	0.026847	0.059820	5.637428	0.000005	0.541759	0.000004	0.458232	0.531646	0.163939	0.080836	473.029252	11.619597	11.619614	11.619620	135.000000	43.566385	80.927389	24.576399	1.624561
283.000000	-79.643271	0.000000	-0.000305	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000349	0.070224	0.221470	-0.044108	0.011563	0.206519	-0.173601	-0.145607	-0.167832	0.026847	0.059820	5.637428	0.000005	0.543003	0.000004	0.456988	0.531849	0.163604	0.080767	473.404674	11.619580	11.619598	11.619603	135.000000	43.566385	80.927389	24.576399	1.624561
284.000000	-79.643567	0.000000	-0.000280	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000349	0.070199	0.221295	-0.043806	0.011502	0.206511	-0.173603	-0.145670	-0.167825	0.026273	0.060857	5.654104	0.000005	0.544240	0.000004	0.455751	0.532057	0.163270	0.080698	473.777205	11.619563	11.619581	11.619587	135.000000	42.870100	80.896058	24.569540	1.623855
285.000000	-79.643859	0.000000	-0.000280	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000349	0.070199	0.221295	-0.043806	0.011502	0.206511	-0.173603	-0.145670	-0.167825	0.026273	0.060857	5.654104	0.000005	0.545468	0.000004	0.454523	0.532269	0.162937	0.080630	474.146875	11.619546	11.619564	11.619570	135.000000	42.870100	80.896058	24.569540	1.623855
286.000000	-79.644146	0.000000	-0.000280	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000349	0.070199	0.221295	-0.043806	0.011502	0.206511	-0.173603	-0.145670	-0.167825	0.026273	0.060857	5.654104	0.000005	0.546689	0.000004	0.453302	0.532485	0.162605	0.080563	474.513722	11.619529	11.619547	11.619553	135.000000	42.870100	80.896058	24.569540	1.623855
287.000000	-79.644428	0.000000	-0.000280	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000349	0.070199	0.221295	-0.043806	0.011502	0.206511	-0.173603	-0.145670	-0.167825	0.026273	0.060857	5.654104	0.000005	0.547901	0.000004	0.452089	0.532704	0.162275	0.080497	474.877750	11.619512	11.619530	11.619536	135.000000	42.870100	80.896058	24.569540	1.623855
288.000000	-79.644706	0.000000	-0.000272	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000348	0.070175	0.221131	-0.043498	0.011440	0.206503	-0.173604	-0.145734	-0.167817	0.025720	0.061902	5.670177	0.000005	0.549106	0.000004	0.450884	0.532926	0.161950	0.080431	475.239140	11.619496	11.619513	11.619519	135.000000	42.190231	80.863618	24.562420	1.623121
289.000000	-79.644979	0.000000	-0.000272	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000348	0.070175	0.221131	-0.043498	0.011440	0.206503	-0.173604	-0.145734	-0.167817	0.025720	0.061902	5.670177	0.000005	0.550303	0.000004	0.449687	0.533149	0.161632	0.080366	475.597903	11.619479	11.619496	11.619502	135.000000	42.190231	80.863618	24.562420	1.623121
290.000000	-79.645248	0.000000	-0.000272	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000348	0.070175	0.221131	-0.043498	0.011440	0.206503	-0.173604	-0.145734	-0.167817	0.025720	0.061902	5.670177	0.000005	0.551492	0.000004	0.448498	0.533373	0.161318	0.080301	475.954038	11.619462	11.619479	11.619485	135.000000	42.190231	80.863618	24.562420	1.623121
291.000000	-79.645513	0.000000	-0.000272	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000654	0.000348	0.070175	0.221131	-0.043498	0.011440	0.206503	-0.173604	-0.145734	-0.167817	0.025720	0.061902	5.670177	0.000005	0.552674	0.000004	0.447317	0.533599	0.161009	0.080237	476.307581	11.619445	11.619462	11.619468	135.000000	42.190231	80.863618	24.562420	1.623121
292.000000	-79.645773	0.000000	-0.000240	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000347	0.070154	0.220977	-0.043246	0.011389	0.206496	-0.173606	-0.145788	-0.167812	0.025186	0.062957	5.685775	0.000005	0.553848	0.000004	0.446143	0.533827	0.160702	0.080174	476.658476	11.619428	11.619445	11.619451	135.000000	41.526354	80.830097	24.555046	1.622360
293.000000	-79.646030	0.000000	-0.000240	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000347	0.070154	0.220977	-0.043246	0.011389	0.206496	-0.173606	-0.145788	-0.167812	0.025186	0.062957	5.685775	0.000005	0.555014	0.000004	0.444977	0.534057	0.160398	0.080111	477.006753	11.619411	11.619428	11.619434	135.000000	41.526354	80.830097	24.555046	1.622360
294.000000	-79.646282	0.000000	-0.000240	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000347	0.070154	0.220977	-0.043246	0.011389	0.206496	-0.173606	-0.145788	-0.167812	0.025186	0.062957	5.685775	0.000005	0.556173	0.000004	0.443818	0.534289	0.160096	0.080049	477.352448	11.619394	11.619411	11.619417	135.000000	41.526354	80.830097	24.555046	1.622360
295.000000	-79.646531	0.000000	-0.000240	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000347	0.070154	0.220977	-0.043246	0.011389	0.206496	-0.173606	-0.145788	-0.167812	0.025186	0.062957	5.685775	0.000005	0.557324	0.000004	0.442667	0.534522	0.159796	0.079987	477.695577	11.619377	11.619394	11.619400	135.000000	41.526354	80.830097	24.555046	1.622360
296.000000	-79.646776	0.000000	-0.000235	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000347	0.070134	0.220831	-0.042966	0.011332	0.206489	-0.173607	-0.145848	-0.167805	0.024669	0.064012	5.700802	0.000005	0.558467	0.000004	0.441523	0.534757	0.159501	0.079926	478.036163	11.619360	11.619377	11.619383	135.000000	40.877850	80.795523	24.547425	1.621572
297.000000	-79.647017	0.000000	-0.000235	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000347	0.070134	0.220831	-0.042966	0.011332	0.206489	-0.173607	-0.145848	-0.167805	0.024669	0.064012	5.700802	0.000005	0.559603	0.000004	0.440387	0.534994	0.159210	0.079866	478.374224	11.619343	11.619360	11.619366	135.000000	40.877850	80.795523	24.547425	1.621572
298.000000	-79.647254	0.000000	-0.000235	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000347	0.070134	0.220831	-0.042966	0.011332	0.206489	-0.173607	-0.145848	-0.167805	0.024669	0.064012	5.700802	0.000005	0.560732	0.000004	0.439258	0.535233	0.158923	0.079806	478.709780	11.619326	11.619343	11.619349	135.000000	40.877850	80.795523	24.547425	1.621572
299.000000	-79.647487	0.000000	-0.000235	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000347	0.070134	0.220831	-0.042966	0.011332	0.206489	-0.173607	-0.145848	-0.167805	0.024669	0.064012	5.700802	0.000005	0.561853	0.000004	0.438137	0.535474	0.158640	0.079747	479.042847	11.619309	11.619326	11.619332	135.000000	40.877850	80.795523	24.547425	1.621572
300.000000	-79.647717	0.000000	-0.000216	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000346	0.070115	0.220696	-0.042727	0.011283	0.206482	-0.173608	-0.145901	-0.167799	0.024172	0.065073	5.715337	0.000005	0.562967	0.000004	0.437023	0.535716	0.158360	0.079688	479.373453	11.619292	11.619309	11.619315	135.000000	40.244564	80.759921	24.539563	1.620758
301.000000	-79.647943	0.000000	-0.000216	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000346	0.070115	0.220696	-0.042727	0.011283	0.206482	-0.173608	-0.145901	-0.167799	0.024172	0.065073	5.715337	0.000005	0.564074	0.000004	0.435916	0.535960	0.158083	0.079630	479.701616	11.619275	11.619292	11.619298	135.000000	40.244564	80.759921	24.539563	1.620758
302.000000	-79.648165	0.000000	-0.000216	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000346	0.070115	0.220696	-0.042727	0.011283	0.206482	-0.173608	-0.145901	-0.167799	0.024172	0.065073	5.715337	0.000005	0.565174	0.000004	0.434817	0.536204	0.157808	0.079573	480.027356	11.619258	11.619275	11.619281	135.000000	40.244564	80.759921	24.539563	1.620758
303.000000	-79.648384	0.000000	-0.000216	-0.000032	-0.000602	-0.000562	-0.000040	0.021309	0.000655	0.000346	0.070115	0.220696	-0.042727	0.011283	0.206482	-0.173608	-0.145901	-0.167799	0.024172	0.065073	5.715337	0.000005	0.566266	0.000004	0.433724	0.536450	0.157536	0.079516	480.350692	11.619241	11.619258	11.619264	135.000000	40.244564	80.759921	24.539563	1.620758
304.000000	-79.648599	0.000000	-0.000205	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000655	0.000346	0.070098	0.220569	-0.042492	0.011235	0.206475	-0.173609	-0.145954	-0.167794	0.023692	0.066133	5.729382	0.000005	0.567351	0.000004	0.432639	0.536697	0.157267	0.079459	480.671638	11.619224	11.619241	11.619247	135.000000	39.625895	80.723322	24.531468	1.619919
305.000000	-79.648811	0.000000	-0.000205	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000655	0.000346	0.070098	0.220569	-0.042492	0.011235	0.206475	-0.173609	-0.145954	-0.167794	0.023692	0.066133	5.729382	0.000005	0.568429	0.000004	0.431561	0.536946	0.157001	0.079404	480.990213	11.619207	11.619224	11.619230	135.000000	39.625895	80.723322	24.531468	1.619919
306.000000	-79.649019	0.000000	-0.000205	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000655	0.000346	0.070098	0.220569	-0.042492	0.011235	0.206475	-0.173609	-0.145954	-0.167794	0.023692	0.066133	5.729382	0.000005	0.569500	0.000004	0.430490	0.537195	0.156739	0.079348	481.306438	11.619190	11.619207	11.619213	135.000000	39.625895	80.723322	24.531468	1.619919
307.000000	-79.649224	0.000000	-0.000205	-0.000032	-0.000602	-0.000562	-0.000040	0.021310	0.000655	0.000346	0.070098	0.220569	-0.042492	0.011235	0.206475	-0.173609	-0.145954	-0.167794	0.023692	0.066133	5.729382	0.000005	0.570564	0.000004	0.429426	0.537446	0.156480	0.079293	481.620331	11.619173	11.619190	11.619196	135.000000	39.625895	80.723322	24.531468	1.619919
308.000000	-79.649425	0.000000	-0.000189	-0.000032	-0.000602	-0.000562	-0.000040	0.021311	0.000656	0.000346	0.070082	0.220450	-0.042278	0.011191	0.206469	-0.173611	-0.146003	-0.167789	0.023229	0.067192	5.742951	0.000006	0.571621	0.000004	0.428370	0.537698	0.156223	0.079239	481.931908	11.619156	11.619173	11.619179	135.000000	39.021479	80.685747	24.523145	1.619055
309.000000	-79.649624	0.000000	-0.000189	-0.000032	-0.000602	-0.000562	-0.000040	0.021311	0.000656	0.000346	0.070082	0.220450	-0.042278	0.011191	0.206469	-0.173611	-0.146003	-0.167789	0.023229	0.067192	5.742951	0.000006	0.572671	0.000004	0.427320	0.537950	0.155969	0.079186	482.241187	11.619138	11.619156	11.619162	135.000000	39.021479	80.685747	24.523145	1.619055
310.000000	-79.649819	0.000000	-0.000189	-0.000032	-0.000602	-0.000562	-0.000040	0.021311	0.000656	0.000346	0.070082	0.220450	-0.042278	0.011191	0.206469	-0.173611	-0.146003	-0.167789	0.023229	0.067192	5.742951	0.000006	0.573714	0.000004	0.426277	0.538203	0.155718	0.079132	482.548188	11.619121	11.619138	11.619145	135.000000	39.021479	80.685747	24.523145	1.619055
311.000000	-79.650011	0.000000	-0.000189	-0.000032	-0.000602	-0.000562	-0.000040	0.021311	0.000656	0.000346	0.070082	0.220450	-0.042278	0.011191	0.206469	-0.173611	-0.146003	-0.167789	0.023229	0.067192	5.742951	0.000006	0.574750	0.000004	0.425240	0.538457	0.155470	0.079080	482.852929	11.619104	11.619121	11.619127	135.000000	39.021479	80.685747	24.523145	1.619055
312.000000	-79.650200	0.000000	-0.000179	-0.000032	-0.000602	-0.000562	-0.000040	0.021312	0.000656	0.000345	0.070067	0.220338	-0.042068	0.011148	0.206462	-0.173612	-0.146051	-0.167784	0.022781	0.068248	5.756059	0.000006	0.575779	0.000004	0.424211	0.538712	0.155224	0.079027	483.155425	11.619087	11.619104	11.619110	135.000000	38.430791	80.647222	24.514601	1.618168
313.000000	-79.650386	0.000000	-0.000179	-0.000032	-0.000602	-0.000562	-0.000040	0.021312	0.000656	0.000345	0.070067	0.220338	-0.042068	0.011148	0.206462	-0.173612	-0.146051	-0.167784	0.022781	0.068248	5.756059	0.000006	0.576802	0.000004	0.423189	0.538968	0.154981	0.078976	483.455697	11.619070	11.619087	11.619093	135.000000	38.430791	80.647222	24.514601	1.618168
314.000000	-79.650568	0.000000	-0.000179	-0.000032	-0.000602	-0.000562	-0.000040	0.021312	0.000656	0.000345	0.070067	0.220338	-0.042068	0.011148	0.206462	-0.173612	-0.146051	-0.167784	0.022781	0.068248	5.756059	0.000006	0.577818	0.000004	0.422173	0.539225	0.154741	0.078925	483.753760	11.619053	11.619070	11.619076	135.000000	38.430791	80.647222	24.514601	1.618168
315.000000	-79.650748	0.000000	-0.000179	-0.000032	-0.000602	-0.000562	-0.000040	0.021312	0.000656	0.000345	0.070067	0.220338	-0.042068	0.011148	0.206462	-0.173612	-0.146051	-0.167784	0.022781	0.068248	5.756059	0.000006	0.578827	0.000004	0.421164	0.539483	0.154504	0.078874	484.049635	11.619036	11.619053	11.619059	135.000000	38.430791	80.647222	24.514601	1.618168
316.000000	-79.650925	0.000000	-0.000166	-0.000032	-0.000602	-0.000562	-0.000040	0.021313	0.000656	0.000345	0.070053	0.220233	-0.041876	0.011108	0.206456	-0.173613	-0.146096	-0.167779	0.022350	0.069299	5.768720	0.000006	0.579829	0.000004	0.420161	0.539741	0.154270	0.078824	484.343335	11.619018	11.619036	11.619042	135.000000	37.853685	80.607772	24.505842	1.617256
317.000000	-79.651099	0.000000	-0.000166	-0.000032	-0.000602	-0.000562	-0.000040	0.021313	0.000656	0.000345	0.070053	0.220233	-0.041876	0.011108	0.206456	-0.173613	-0.146096	-0.167779	0.022350	0.069299	5.768720	0.000006	0.580825	0.000004	0.419166	0.539999	0.154038	0.078774	484.634879	11.619001	11.619018	11.619024	135.000000	37.853685	80.607772	24.505842	1.617256
